class,filename,filepath,width,height,aspect_ratio,mode,format,size_kb,corrupt,hash,brightness,contrast
Potholes,87.jpg,..\data\Surface Crack Detection\Potholes\Potholes\87.jpg,2971,2047,1.451,RGB,JPEG,2436.8,False,d30ba98fc93ea0fc249e9716eccf282d,94.830505,20.193087
Potholes,89.jpg,..\data\Surface Crack Detection\Potholes\Potholes\89.jpg,492,204,2.412,RGB,JPEG,53.5,False,6e7824e4032b041c4689b7cafb1147c3,150.14307,31.048183
Potholes,9.jpg,..\data\Surface Crack Detection\Potholes\Potholes\9.jpg,2119,1943,1.091,RGB,JPEG,1804.2,False,df45ec7db93d7e3362d32da8739a717f,158.30188,29.68149
Potholes,90.jpg,..\data\Surface Crack Detection\Potholes\Potholes\90.jpg,332,247,1.344,RGB,JPEG,48.9,False,477e9898899fe0deefb1cfa0dda4dab3,158.24878,30.8341
Potholes,91.jpg,..\data\Surface Crack Detection\Potholes\Potholes\91.jpg,787,695,1.132,RGB,JPEG,237.9,False,e9939846ff26f57bc7cd227d67b6e3de,154.98822,25.045424
Potholes,92.jpg,..\data\Surface Crack Detection\Potholes\Potholes\92.jpg,441,370,1.192,RGB,JPEG,82.6,False,4f8b2d0428a61488cd33c8c4c64e3989,170.27692,23.093075
Potholes,93.jpg,..\data\Surface Crack Detection\Potholes\Potholes\93.jpg,519,405,1.281,RGB,JPEG,91.1,False,88f88b4b689020066af5725f84d9730f,168.3056,19.636906
Potholes,94.jpg,..\data\Surface Crack Detection\Potholes\Potholes\94.jpg,883,617,1.431,RGB,JPEG,201.4,False,f3b61915328816f4a6b85313e5b446bb,153.01813,18.799173
Potholes,95.jpg,..\data\Surface Crack Detection\Potholes\Potholes\95.jpg,1770,784,2.258,RGB,JPEG,619.0,False,65b17ceb06799e4598f82614dc53c5bc,161.6026,25.685268
Potholes,96.jpg,..\data\Surface Crack Detection\Potholes\Potholes\96.jpg,430,203,2.118,RGB,JPEG,37.8,False,dc5db16847779368f3cf1a8d4ce83d30,139.71338,12.614402
Potholes,97.jpg,..\data\Surface Crack Detection\Potholes\Potholes\97.jpg,402,271,1.483,RGB,JPEG,47.3,False,0c2a14a7a021a44a2bf4190ca0e0d8b8,132.60742,17.793839
Potholes,98.jpg,..\data\Surface Crack Detection\Potholes\Potholes\98.jpg,283,183,1.546,RGB,JPEG,32.4,False,a77a5274991eb9bd03f5167e5063af6f,176.13391,12.330556
Potholes,99.jpg,..\data\Surface Crack Detection\Potholes\Potholes\99.jpg,366,259,1.413,RGB,JPEG,41.1,False,c2636d498889d9f8d361b69ff16bfe74,169.16278,13.051798
Potholes,_4.jpg,..\data\Surface Crack Detection\Potholes\Potholes\_4.jpg,461,378,1.22,RGB,JPEG,60.7,False,634026342bb1017ee0b21d9bce64b1ec,157.56714,11.257675
Surface_Defects,1.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\1.jpg,1179,1077,1.095,RGB,JPEG,431.5,False,7241b3f7d7980296a54b44c952616537,166.67792,14.376396
Surface_Defects,10.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\10.jpg,1006,753,1.336,RGB,JPEG,293.2,False,873358d11b48a0b22af1d866a9cede2b,159.98242,18.580788
Surface_Defects,100.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\100.jpg,875,1088,0.804,RGB,JPEG,220.5,False,889bbf3da87567423797f33c3c2f0723,170.42908,13.535136
Surface_Defects,102.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\102.jpg,875,863,1.014,RGB,JPEG,227.3,False,4d72fc6b2e5e4fcbf0ac620816b71baf,155.31378,10.182113
Surface_Defects,103.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\103.jpg,995,730,1.363,RGB,JPEG,178.3,False,ae37d74751f774e60e2e6056e7683ec3,169.21503,10.702737
Surface_Defects,104.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\104.jpg,1031,694,1.486,RGB,JPEG,130.6,False,d1d320ce09ba35047ff0b471d66c6a36,126.98468,6.845075
Surface_Defects,105.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\105.jpg,858,650,1.32,RGB,JPEG,171.0,False,50ab30ebc50ae3df819119758c7578b5,166.09613,14.679818
Surface_Defects,106.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\106.jpg,858,888,0.966,RGB,JPEG,3087.9,False,108c846cf57b835c5fc6c7517a12f4ad,165.18396,12.301667
Surface_Defects,11.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\11.jpg,2970,1295,2.293,RGB,JPEG,1799.0,False,7b7cebc1e05515210780992ada1c634a,142.90552,14.949606
Surface_Defects,12.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\12.jpg,2498,1064,2.348,RGB,JPEG,1246.4,False,0e6c4dcdb1589463e95c64203e3facc3,168.46149,17.993753
Surface_Defects,13.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\13.jpg,1543,1166,1.323,RGB,JPEG,770.4,False,90f339ccbed8bf257daae0c0ea58277b,141.75372,17.877989
Surface_Defects,14.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\14.jpg,1233,1192,1.034,RGB,JPEG,714.4,False,3e6cf8071a68d11c18ce8161cfbfc2d1,155.0487,23.569786
Surface_Defects,15.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\15.jpg,3496,1225,2.854,RGB,JPEG,1753.6,False,d3db6e0ddb620e1f5a388fb7d13bf4da,145.99982,20.95997
Surface_Defects,16.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\16.jpg,2094,1340,1.563,RGB,JPEG,1214.4,False,1627ec76dc3304a335fe5db4c1c58479,136.26166,18.05745
Surface_Defects,17.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\17.jpg,1371,803,1.707,RGB,JPEG,415.8,False,4bb6a1d54f81faa3bd71d2cdbfd945ea,142.49335,17.523146
Surface_Defects,18.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\18.jpg,3673,1594,2.304,RGB,JPEG,2093.9,False,c9700396bb78ba3285a33058ae3b0473,150.90802,12.271596
Surface_Defects,19.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\19.jpg,2335,1413,1.653,RGB,JPEG,970.2,False,64ae788b390bf14698ef6c5fa43d98c2,147.54773,15.36789
Surface_Defects,2.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\2.jpg,1709,1368,1.249,RGB,JPEG,1095.7,False,cc306bec2740ef699c0c38930cb5361d,162.15918,15.141757
Surface_Defects,20.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\20.jpg,2717,1912,1.421,RGB,JPEG,1633.5,False,5abe876a8a8df269a5e188fa59d250a2,145.02826,13.214742
Surface_Defects,21.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\21.jpg,3182,1708,1.863,RGB,JPEG,1915.0,False,95509db97a46ce32897fe74dcb3836fc,147.13165,12.965354
Surface_Defects,22.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\22.jpg,2237,1586,1.41,RGB,JPEG,1406.3,False,fc4c8ab92ff1907b2c54090194581b64,149.5155,15.986868
Surface_Defects,23.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\23.jpg,2542,1279,1.987,RGB,JPEG,1139.1,False,8033a9dbbe7af3e59868abbd8883a675,152.78851,16.48255
Surface_Defects,24.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\24.jpg,2768,1504,1.84,RGB,JPEG,1718.7,False,2251f0b32ef34e5643d2f0d7db8f9316,147.36475,14.498018
Surface_Defects,25.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\25.jpg,2413,1582,1.525,RGB,JPEG,1326.0,False,a74b495422a5a706e76c751f3ca38d33,149.76465,17.070026
Surface_Defects,26.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\26.jpg,1942,1157,1.678,RGB,JPEG,631.5,False,e6c72b2fe0706231a3a6d1877ecd61fd,147.44183,16.476568
Surface_Defects,27.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\27.jpg,2759,1402,1.968,RGB,JPEG,1525.7,False,46c74ff4fd8b1a8bb5df10237eab7aa0,144.52972,15.272943
Surface_Defects,28.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\28.jpg,2451,1677,1.462,RGB,JPEG,1634.6,False,9a8bb2d44a592b62bf9de886b6e946c9,150.03485,15.593944
Surface_Defects,29.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\29.jpg,2250,1735,1.297,RGB,JPEG,1152.8,False,47d73627ed0f184e2c15c6d318400cb8,148.38068,14.4836645
Surface_Defects,3.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\3.jpg,2203,1114,1.978,RGB,JPEG,621.3,False,8140529df48d6d27ca7b974abaf02160,171.22614,13.683046
Surface_Defects,30.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\30.jpg,2047,2336,0.876,RGB,JPEG,1752.8,False,cb0ff17c9f0d1672f145fd28cb6060eb,147.2691,11.641339
Surface_Defects,31.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\31.jpg,2339,1730,1.352,RGB,JPEG,1867.2,False,d9addbf61202c0e8f7401f51496e4a3c,146.34534,14.833911
Surface_Defects,32.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\32.jpg,2347,2323,1.01,RGB,JPEG,2073.9,False,df436d508a454f1623f8f7e7069287a6,152.66254,18.442427
Surface_Defects,33.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\33.jpg,2157,1615,1.336,RGB,JPEG,1555.4,False,93205eba9f6f1b22872aa9af558356c9,142.53455,15.822503
Surface_Defects,34.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\34.jpg,1945,1615,1.204,RGB,JPEG,1436.2,False,10f25ace8cac216fd200ed6dcbc4f15d,158.67029,17.900679
Surface_Defects,35.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\35.jpg,1953,1628,1.2,RGB,JPEG,1480.3,False,91f8433bcffdae4d6e0e60983c4c7e17,146.47546,13.9269285
Surface_Defects,37.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\37.jpg,2169,2856,0.759,RGB,JPEG,1987.8,False,014f54b25a9808632dcef8d1e552c8c0,153.27454,11.55538
Surface_Defects,38.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\38.jpg,2141,2086,1.026,RGB,JPEG,1402.3,False,9bd690999defea6f108e03e690a39c99,152.73651,13.788382
Surface_Defects,39.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\39.jpg,1894,1637,1.157,RGB,JPEG,723.9,False,3a953121fec818139bfecc5ec735bd0a,154.81055,13.9241905
Surface_Defects,4.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\4.jpg,3148,1480,2.127,RGB,JPEG,1703.4,False,30039962c17b0803209c599c6a78dd69,160.21222,14.614368
Surface_Defects,40.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\40.jpg,1469,1941,0.757,RGB,JPEG,848.1,False,bbf0307ce95c93dcddcbc61fd179db87,175.5943,16.16707
Surface_Defects,41.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\41.jpg,1995,2310,0.864,RGB,JPEG,1302.0,False,551f6bd5e18f8852083db007f9a16781,155.18317,17.446524
Surface_Defects,42.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\42.jpg,2419,1560,1.551,RGB,JPEG,1261.7,False,6ddb446c3c387fdb93fc01c7e95b742c,156.12585,11.632786
Surface_Defects,43.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\43.jpg,3829,2098,1.825,RGB,JPEG,2747.1,False,c609cab8b2bedf76c4988e042962feb7,167.64264,15.412387
Surface_Defects,44.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\44.jpg,2458,2133,1.152,RGB,JPEG,1732.2,False,d82be833c256edf84d8ecf4858c9bb00,158.34314,10.908374
Surface_Defects,45.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\45.jpg,1692,1111,1.523,RGB,JPEG,833.8,False,8a4599efc5b7e5a325d65af0c10b4725,155.23218,11.985274
Surface_Defects,46.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\46.jpg,1402,1467,0.956,RGB,JPEG,505.9,False,bcc9e1bf8f38893abe950bec52091631,151.71088,9.501033
Surface_Defects,47.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\47.jpg,1450,1135,1.278,RGB,JPEG,498.2,False,12a60b30f52154771e926e34606fe82f,159.73926,10.721363
Surface_Defects,48.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\48.jpg,1957,994,1.969,RGB,JPEG,658.1,False,ff09ff1c1ac25e2ae7db783dd475ce22,167.21057,12.847987
Surface_Defects,49.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\49.jpg,1812,1016,1.783,RGB,JPEG,652.2,False,f0922961dc75152de4153bd25cfee743,163.28784,10.321801
Surface_Defects,5.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\5.jpg,2207,1681,1.313,RGB,JPEG,1702.4,False,a85b31902a66aff8c4bdbcbf224992e7,158.30994,11.053398
Surface_Defects,50.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\50.jpg,2090,1378,1.517,RGB,JPEG,1144.0,False,c699968be637d1c3c5ca9620c0d4566f,165.10144,10.376922
Surface_Defects,51.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\51.jpg,2339,1802,1.298,RGB,JPEG,1398.1,False,b87f74b1344f305d74032205578efbe5,163.76697,10.117071
Surface_Defects,52.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\52.jpg,2263,1586,1.427,RGB,JPEG,1174.7,False,df3522114a31887e2bf26f65423679cb,173.38892,10.894899
Surface_Defects,53.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\53.jpg,1453,1126,1.29,RGB,JPEG,629.8,False,623e16aa5e11916fb37663bf4f90447c,164.19244,12.349954
Surface_Defects,58.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\58.jpg,2093,1205,1.737,RGB,JPEG,803.5,False,61ed7e838cfb33b180608825d3beb3e0,165.2956,11.458473
Surface_Defects,59.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\59.jpg,1396,964,1.448,RGB,JPEG,550.3,False,926d3c6b6f96b40ad1948d985446c1b4,166.07574,13.721328
Surface_Defects,6.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\6.jpg,2154,2039,1.056,RGB,JPEG,1696.6,False,1fbde4222476ec084aeb334fd81ea9f7,135.76508,12.173356
Surface_Defects,60.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\60.jpg,1890,1031,1.833,RGB,JPEG,790.4,False,d77778e88e2b175cf5451d3ba3ce9afe,167.66705,11.80103
Surface_Defects,61.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\61.jpg,2388,2029,1.177,RGB,JPEG,1770.8,False,45d11fc8ec0cb15a735e394b435ec56c,165.58722,10.653917
Surface_Defects,62.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\62.jpg,2001,1595,1.255,RGB,JPEG,1098.5,False,23b28f1c4e444fe439ad4b0ea336a4fe,163.35358,10.120697
Surface_Defects,63.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\63.jpg,2362,1923,1.228,RGB,JPEG,1479.5,False,1e842252b8baec7579d27fbd76ea9df8,173.69104,10.20401
Surface_Defects,64.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\64.jpg,1590,1270,1.252,RGB,JPEG,778.9,False,e89225fc265711b66394d5506f2ec892,168.65631,19.250362
Surface_Defects,65.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\65.jpg,1851,1424,1.3,RGB,JPEG,1182.2,False,75f66d2ce51d8278a7cf174532c78d5f,167.2171,17.679823
Surface_Defects,66.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\66.jpg,2014,1575,1.279,RGB,JPEG,1535.3,False,1868d4be1dc859c1246c0f1d61c946f0,159.71252,15.361179
Surface_Defects,67.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\67.jpg,2175,1318,1.65,RGB,JPEG,1278.4,False,8303ab7edb140c81388b8f994b3d8827,161.93872,16.765976
Surface_Defects,68.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\68.jpg,2351,901,2.609,RGB,JPEG,837.2,False,2de8edc69f74a190dde631655281cf79,154.53778,11.262543
Surface_Defects,69.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\69.jpg,1685,1375,1.225,RGB,JPEG,961.9,False,4aa586b970598d3d15f0278898a86cda,165.67877,17.741877
Surface_Defects,7.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\7.jpg,2878,1919,1.5,RGB,JPEG,2324.5,False,b62efac9ac6de67b3ce0d84d9a9c1c0e,148.73462,11.820196
Surface_Defects,70.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\70.jpg,2279,1077,2.116,RGB,JPEG,653.6,False,968b3522a528e537d95bf3ae61c96c1e,164.7962,11.194591
Surface_Defects,71.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\71.jpg,1285,1285,1.0,RGB,JPEG,484.8,False,ec451412e923f191a9bc138fef4f73f8,162.2522,12.239253
Surface_Defects,72.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\72.jpg,2108,1801,1.17,RGB,JPEG,1335.5,False,07b5d59d0700b4d79a88a8df26436930,158.18384,11.236375
Surface_Defects,73.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\73.jpg,1511,1394,1.084,RGB,JPEG,874.8,False,26538f42d409ffc2db3b93ae255a3225,153.87677,15.664567
Surface_Defects,74.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\74.jpg,2359,1224,1.927,RGB,JPEG,1334.3,False,6b8c194e296c29a20a7ca80170b6782d,159.14453,12.903356
Surface_Defects,75.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\75.jpg,1829,1456,1.256,RGB,JPEG,1184.8,False,5e14899d80ec1b97a0ead79f2527f3ed,171.05762,12.473031
Surface_Defects,76.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\76.jpg,2420,2086,1.16,RGB,JPEG,1805.0,False,c9e4ef3b0486e9560475ffe010b2bff6,170.3258,9.157387
Surface_Defects,77.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\77.jpg,1781,1330,1.339,RGB,JPEG,1060.5,False,15b78bc78b3d729941b6a3ac501ff4ca,163.724,12.767456
Surface_Defects,78.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\78.jpg,1815,1691,1.073,RGB,JPEG,1430.6,False,c8830c0f50e2a6da80095ba39277a1d3,164.31024,12.521554
Surface_Defects,79.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\79.jpg,2180,2020,1.079,RGB,JPEG,2014.4,False,4817478f03418e962bb6b258d3c6f9bd,162.81989,10.669861
Surface_Defects,8.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\8.jpg,2516,2980,0.844,RGB,JPEG,2283.5,False,6e6092732f8d20f50c81a5e181fb9919,152.13849,11.403047
Surface_Defects,80.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\80.jpg,2502,1825,1.371,RGB,JPEG,1655.9,False,3cc691477c196e484f637c0ee8cc276b,161.70148,9.862788
Surface_Defects,81.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\81.jpg,2080,2119,0.982,RGB,JPEG,1855.7,False,8f8a1d8187d3027ff59c628db015c45d,163.169,10.41231
Surface_Defects,82.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\82.jpg,1471,1547,0.951,RGB,JPEG,1010.0,False,f45a645a089d91bffb914666ae7e0a83,168.6062,10.937319
Surface_Defects,83.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\83.jpg,1420,1449,0.98,RGB,JPEG,899.9,False,c1236bd1487728eb93997186ab9dad77,172.36572,13.184734
Surface_Defects,84.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\84.jpg,1772,1505,1.177,RGB,JPEG,817.4,False,9e9bad27318ef01534067ac50b7bfb97,146.51343,7.908701
Surface_Defects,85.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\85.jpg,1799,2053,0.876,RGB,JPEG,1539.0,False,ebd2c8816857b58211efbde9750fba44,173.72498,10.136799
Surface_Defects,86.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\86.jpg,2039,1730,1.179,RGB,JPEG,1607.6,False,b17526912002e0b995d3fc4d079c2ca1,160.6015,14.658925
Surface_Defects,87.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\87.jpg,2419,1911,1.266,RGB,JPEG,1859.6,False,a2c619171293ad705e391c8e100d8c7c,164.97198,13.581347
Surface_Defects,88.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\88.jpg,1975,1841,1.073,RGB,JPEG,1485.6,False,c224981e19393252f77dab81461dae3e,149.5097,13.245247
Surface_Defects,89.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\89.jpg,2365,1779,1.329,RGB,JPEG,1811.4,False,154e46d9809840d5b73663e93b795dbf,147.32764,10.47432
Surface_Defects,9.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\9.jpg,2601,2893,0.899,RGB,JPEG,3052.9,False,dfe2cbcad9fb443bb504b9d13f0747e1,150.32928,15.971258
Surface_Defects,90.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\90.jpg,2085,1557,1.339,RGB,JPEG,1463.6,False,6a356b4e6544e152c9033ddd1915ff02,154.75519,11.207409
Surface_Defects,91.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\91.jpg,2112,2151,0.982,RGB,JPEG,1737.1,False,0e7c3cb363354fbf3b3e760971f1ffac,149.69824,13.114138
Surface_Defects,92.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\92.jpg,1888,1392,1.356,RGB,JPEG,625.4,False,ef5ec024e1fac124fbe23e582a93dde9,166.0545,8.258077
Surface_Defects,93.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\93.jpg,1242,1139,1.09,RGB,JPEG,410.2,False,440acc3918c205fa5ee040f9908b3f8e,169.78754,10.29391
Surface_Defects,94.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\94.jpg,1855,1169,1.587,RGB,JPEG,601.4,False,d9ebf9324cc03d4a8859ead7faf66be8,137.28503,10.082367
Surface_Defects,95.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\95.jpg,1603,1173,1.367,RGB,JPEG,607.4,False,d6d0d003b65157da82fb372930c43ca0,141.42206,12.561685
Surface_Defects,96.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\96.jpg,1572,1226,1.282,RGB,JPEG,438.4,False,7de142adc27c5cd7c0a01c1976c064dc,146.16608,14.50825
Surface_Defects,97.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\97.jpg,560,383,1.462,RGB,JPEG,85.9,False,fc4f15c86334582cad2d4d2c3e756c2c,164.27429,14.867729
Surface_Defects,98.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\98.jpg,1124,574,1.958,RGB,JPEG,177.2,False,862f24acdf3ced0e9e3fb974d36d5bee,164.61688,12.790473
Surface_Defects,99.jpg,..\data\Surface Crack Detection\Surface_Defects\Surface Defects\99.jpg,849,607,1.399,RGB,JPEG,139.3,False,a055a5d94284692c6b62a2f0bb99740a,166.94159,10.522701
